"UTIL_DEVICE_ID","NIC_MAC_ID","UIQ_DEVICE_STATE","IP_ADDRESS","LATITUDE_DEG","LONGITUDE_DEG","INSERT_TS","'STREETLIGHT'","UTIL_PREMISE_ID","ADDRESS1","INSTANT_POWER","INSTANT_VOLTAGE","ENERGY_DELIVERED","CURRENT_MAGNITUDE"
"0000000012159276",001350050056267C,"Discovered","fdc5:31e4:14e:96:213:5005:56:267c",-37.7877061352,144.9243491623,19/JUL/18 02:34:51.228093000 AM,"Street Light","A030693","478 RACECOURSE ROAD",,,,
"0000000012159269",0013500500562655,"Discovered","fdc5:31e4:14e:96:213:5005:56:2655",-37.7876660509,144.9239590476,19/JUL/18 02:34:51.229408000 AM,"Street Light","A030694","496 RACECOURSE ROAD",,,,
"0000000012159273",001350050056266A,"Discovered","fdc5:31e4:14e:96:213:5005:56:266a",37.7878906576,144.925975208,19/JUL/18 02:34:51.244236000 AM,"Street Light","A030420","405 RACECOURSE ROAD",,,,
"0000000012159274",0013500500562647,"Discovered","fdc5:31e4:14e:96:213:5005:56:2647",-37.7879257766,144.9263319315,19/JUL/18 02:34:51.245654000 AM,"Street Light","A030419"," RACECOURSE ROAD",,,,
"0000000012159524",0013500500563482,"Discovered","fdc5:31e4:14e:96:213:5005:56:3482",-37.7880198325,144.9271684309,19/JUL/18 02:34:51.246994000 AM,"Street Light","A030684","397 RACECOURSE ROAD",,,,
"0000000012159566",001350050056300B,"Discovered","fdc5:31e4:14e:96:213:5005:56:300b",-37.7881395207,144.9243139948,19/JUL/18 02:34:51.248435000 AM,"Street Light","A021321","407 RACECOURSE ROAD",,,,
"0000000012159398",0013500500564D53,"Discovered","fdc5:31e4:14e:96:213:5005:56:4d53",-37.7882973328,144.9240674697,19/JUL/18 02:34:51.249888000 AM,"Street Light","A021320","407 RACECOURSE ROAD",,,,
"0000000012159244",0013500500562675,"Discovered","fdc5:31e4:14e:40:213:5005:56:2675",-37.7875511712,144.9217002178,19/JUL/18 02:34:51.251201000 AM,"Street Light","A010870"," RACECOURSE ROAD",,,,
"0000000012159458",001350050056472E,"Discovered","fdc5:31e4:14e:96:213:5005:56:472e",-37.7875140036,144.9219298527,19/JUL/18 02:34:51.252489000 AM,"Street Light","A010869"," RACECOURSE ROAD",,,,
"0000000012159242",0013500500562682,"Discovered","fdc5:31e4:14e:96:213:5005:56:2682",-37.7875913165,144.9231008607,19/JUL/18 02:34:51.253994000 AM,"Street Light","A071201","413 RACECOURSE ROAD",,,,
"0000000012159271",0013500500562BD5,"Discovered","fdc5:31e4:14e:96:213:5005:56:2bd5",-37.7875514738,144.9227333603,19/JUL/18 02:34:51.255284000 AM,"Street Light","A071124","528 RACECOURSE ROAD",,,,
"0000000012159410",0013500500564D47,"Discovered","fdc5:31e4:14e:54:213:5005:56:4d47",-37.7875016219,144.9223589415,19/JUL/18 02:34:51.256930000 AM,"Street Light","A010868","534 RACECOURSE ROAD",,,,
"0000000012159247",0013500500562F7C,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f7c",-37.7890569145,144.9366091966,19/JUL/18 02:34:51.258175000 AM,"Street Light","A027235","87 RACECOURSE ROAD",,,,
"0000000012159238",0013500500562BD0,"Discovered","fdc5:31e4:14e:96:213:5005:56:2bd0",-37.7889373372,144.9367171984,19/JUL/18 02:34:51.259444000 AM,"Street Light","A027237","135 RACECOURSE ROAD",,,,
"0000000012159249",0013500500562630,"Discovered","fdc5:31e4:14e:96:213:5005:56:2630",-37.7887814148,144.9352608868,19/JUL/18 02:34:51.263455000 AM,"Street Light","A133406","159 RACECOURSE ROAD",,,,
"0000000012159239",0013500500562F78,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f78",-37.7888710181,144.9361492907,19/JUL/18 02:34:51.264951000 AM,"Street Light","A133404","135 RACECOURSE ROAD",,,,
"0000000012159376",0013500500564E3B,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4e3b",-37.7889835724,144.9360925834,19/JUL/18 02:34:51.279151000 AM,"Street Light","A090439","135 RACECOURSE ROAD",,,,
"0000000012159547",00135005005628B8,"Discovered","fdc5:31e4:14e:96:213:5005:56:28b8",-37.7886390523,144.9339939655,19/JUL/18 02:34:51.280541000 AM,"Street Light","A030672","203 RACECOURSE ROAD",,,,
"0000000012159246",001350050056264A,"Discovered","fdc5:31e4:14e:96:213:5005:56:264a",37.7885534458,144.933105206,19/JUL/18 02:34:51.283615000 AM,"Street Light","A030674","235 RACECOURSE ROAD",,,,
"0000000012159282",0013500500562BD1,"Discovered","fdc5:31e4:14e:96:213:5005:56:2bd1",-37.7885892348,144.9334843903,19/JUL/18 02:34:51.285378000 AM,"Street Light","A030673","225 RACECOURSE ROAD",,,,
"0000000012159279",001350050056264E,"Discovered","fdc5:31e4:14e:96:213:5005:56:264e",37.7886909764,144.934487619,19/JUL/18 02:34:51.286780000 AM,"Street Light","A137794","203 RACECOURSE ROAD",,,,
"0000000012159281",0013500500562F81,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f81",37.7886771287,144.934268412,19/JUL/18 02:34:51.288144000 AM,"Street Light","A030671","203 RACECOURSE ROAD",,,,
"0000000012159280",0013500500562F83,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f83",37.7885230951,144.932861364,19/JUL/18 02:34:51.301836000 AM,"Street Light","A032428","247 RACECOURSE ROAD",,,,
"0000000012159587",0013500500564169,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4169",-37.7969974745,144.9298384437,19/JUL/18 02:34:51.123015000 AM,"Street Light","A028379","34 ORMOND STREET",,,,
"0000000012159388",0013500500563446,"Discovered","fdc5:31e4:14e:2d:213:5005:56:3446",-37.7966028868,144.9305126914,19/JUL/18 02:34:51.127018000 AM,"Street Light","A028363","6 ORMOND STREET",,,,
"0000000012159586",00135005005647F2,"Discovered","fdc5:31e4:14e:2d:213:5005:56:47f2",-37.7972354663,144.9294320059,19/JUL/18 02:34:51.128969000 AM,"Street Light","A028378","52 ORMOND STREET",,,,
"0000000012159384",0013500500564E0D,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4e0d",-37.7984085635,144.9274220088,19/JUL/18 02:34:51.130294000 AM,"Street Light","A028373","95 ORMOND STREET",,,,
"0000000012159592",0013500500565093,"Discovered","fdc5:31e4:14e:2d:213:5005:56:5093",-37.7984027497,144.9269048383,19/JUL/18 02:34:51.131704000 AM,"Street Light","A028389","100 ORMOND STREET",,,,
"0000000012159509",001350050056305F,"Discovered","fdc5:31e4:14e:2d:213:5005:56:305f",-37.7987369145,144.9263316303,19/JUL/18 02:34:51.132996000 AM,"Street Light","A133994","127 ORMOND STREET",,,,
"0000000012159548",001350050056286B,"Discovered","fdc5:31e4:14e:2d:213:5005:56:286b",-37.7986137408,144.9267584076,19/JUL/18 02:34:51.134305000 AM,"Street Light","A114376","100 ORMOND STREET",,,,
"0000000012159588",00135005005642D1,"Discovered","fdc5:31e4:14e:54:213:5005:56:42d1",-37.7988807704,144.9266024703,19/JUL/18 02:34:51.138251000 AM,"Street Light","A028370","125 ORMOND STREET",,,,
"0000000012159576",00135005005642DD,"Discovered","fdc5:31e4:14e:54:213:5005:56:42dd",-37.7990968034,144.9262295955,19/JUL/18 02:34:51.156326000 AM,"Street Light","A028369","133 ORMOND STREET",,,,
"0000000012159542",001350050056305D,"Discovered","fdc5:31e4:14e:96:213:5005:56:305d",-37.7900373411,144.9327469742,19/JUL/18 02:34:51.157696000 AM,"Street Light","A113613","26 PARSONS STREET",,,,
"0000000012159554",0013500500563040,"Discovered","fdc5:31e4:14e:96:213:5005:56:3040",-37.7899526213,144.9331022591,19/JUL/18 02:34:51.166079000 AM,"Street Light","A028581","33 PARSONS STREET",,,,
"0000000012159591",001350050056480F,"Discovered","fdc5:31e4:14e:2d:213:5005:56:480f",-37.7900778264,144.9342797868,19/JUL/18 02:34:51.167689000 AM,"Street Light","A113607","59 PARSONS STREET",,,,
"0000000012159396",001350050056344B,"Discovered","fdc5:31e4:14e:2d:213:5005:56:344b",-37.7900047337,144.9335550576,19/JUL/18 02:34:51.173165000 AM,"Street Light","A028582","41 PARSONS STREET",,,,
"0000000012159430",001350050056342F,"Discovered","fdc5:31e4:14e:96:213:5005:56:342f",-37.7887255327,144.9304392375,19/JUL/18 02:34:51.175248000 AM,"Street Light","A028570","313 RACECOURSE ROAD",,,,
"0000000012159550",0013500500563009,"Discovered","fdc5:31e4:14e:96:213:5005:56:3009",-37.7880982978,144.9279407104,19/JUL/18 02:34:51.176803000 AM,"Street Light","A030682","375 RACECOURSE ROAD",,,,
"0000000012159278",0013500500562676,"Discovered","fdc5:31e4:14e:96:213:5005:56:2676",-37.7880562607,144.9275500783,19/JUL/18 02:34:51.180892000 AM,"Street Light","A030683","383 RACECOURSE ROAD",,,,
"0000000012159552",0013500500562865,"Discovered","fdc5:31e4:14e:96:213:5005:56:2865",-37.7881392936,144.9283244794,19/JUL/18 02:34:51.182347000 AM,"Street Light","A030681","363 RACECOURSE ROAD",,,,
"0000000012159251",0013500500562F82,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f82",-37.7882164461,144.9290855677,19/JUL/18 02:34:51.186357000 AM,"Street Light","A030417"," RACECOURSE ROAD",,,,
"0000000012159268",0013500500562648,"Discovered","fdc5:31e4:14e:96:213:5005:56:2648",-37.7882358038,144.9293029037,19/JUL/18 02:34:51.187961000 AM,"Street Light","A030416","336 RACECOURSE ROAD",,,,
"0000000012159272",0013500500562643,"Discovered","fdc5:31e4:14e:96:213:5005:56:2643",-37.787840156,144.925512152,19/JUL/18 02:34:51.203010000 AM,"Street Light","A030421","446 RACECOURSE ROAD",,,,
"0000000012159270",0013500500562BBF,"Discovered","fdc5:31e4:14e:96:213:5005:56:2bbf",-37.7877609432,144.9248502501,19/JUL/18 02:34:51.205111000 AM,"Street Light","A030691","454 RACECOURSE ROAD",,,,
"0000000012159495",00135005005634B5,"Discovered","fdc5:31e4:14e:2d:213:5005:56:34b5",-37.7914589548,144.9315645469,19/JUL/18 02:34:51.309254000 AM,"Street Light","A028436","89 RANKINS ROAD",,,,
"0000000012159514",001350050056348A,"Discovered","fdc5:31e4:14e:2d:213:5005:56:348a",-37.7936473611,144.9310737902,19/JUL/18 02:34:51.310673000 AM,"Street Light","A137956","149 RANKINS ROAD",,,,
"0000000012159513",0013500500562880,"Discovered","fdc5:31e4:14e:2d:213:5005:56:2880",-37.7938846618,144.9311109258,19/JUL/18 02:34:51.311976000 AM,"Street Light","A026997","159 RANKINS ROAD",,,,
"0000000012159512",0013500500562881,"Discovered","fdc5:31e4:14e:2d:213:5005:56:2881",37.794140646,144.93106406,19/JUL/18 02:34:51.313411000 AM,"Street Light","A133987","165 RANKINS ROAD",,,,
"0000000012159523",00135005005634A6,"Discovered","fdc5:31e4:14e:96:213:5005:56:34a6",-37.7890913152,144.9320283595,19/JUL/18 02:34:51.325385000 AM,"Street Light","A022003","19 RANKINS ROAD",,,,
"0000000012159493",001350050056286A,"Discovered","fdc5:31e4:14e:96:213:5005:56:286a",-37.7893718938,144.9318085845,19/JUL/18 02:34:51.327133000 AM,"Street Light","A022001","22 RANKINS ROAD",,,,
"0000000012159579",0013500500564801,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4801",-37.7929793872,144.9329815781,19/JUL/18 02:34:51.328652000 AM,"Street Light","A026979","33 ROBERTSON STREET",,,,
"0000000012159539",00135005005634A3,"Discovered","fdc5:31e4:14e:2d:213:5005:56:34a3",-37.7930684252,144.9337586749,19/JUL/18 02:34:51.330250000 AM,"Street Light","A026977","45 ROBERTSON STREET",,,,
"0000000012159412",0013500500564D4B,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4d4b",-37.7928836938,144.9320484765,19/JUL/18 02:34:51.331652000 AM,"Street Light","A026983","7 ROBERTSON STREET",,,,
"0000000012159553",001350050056349C,"Discovered","fdc5:31e4:14e:2d:213:5005:56:349c",-37.7915265398,144.9324655721,19/JUL/18 02:34:51.343780000 AM,"Street Light","A030881","16 SMITH STREET",,,,
"0000000012159313",0013500500564737,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4737",-37.7917594542,144.9355661296,19/JUL/18 02:34:51.345099000 AM,"Street Light","A030872","80 SMITH STREET",,,,
"0000000012159604",00135005005643A0,"Discovered","fdc5:31e4:14e:2d:213:5005:56:43a0",-37.7916796625,144.9339955615,19/JUL/18 02:34:51.346865000 AM,"Street Light","A030877","52 SMITH STREET",,,,
"0000000012159393",0013500500561AE8,"Discovered","fdc5:31e4:14e:96:213:5005:56:1ae8",37.7880031353,144.924527125,19/JUL/18 02:34:51.348239000 AM,"Street Light","A133975","1 SMITHFIELD ROAD",,,,
"0000000012159561",001350050056349B,"Discovered","fdc5:31e4:14e:96:213:5005:56:349b",-37.7884434698,144.9238390983,19/JUL/18 02:34:51.349779000 AM,"Street Light","A133981","26 SMITHFIELD ROAD",,,,
"0000000012159411",0013500500564D43,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4d43",-37.7885782079,144.9236276809,19/JUL/18 02:34:51.351131000 AM,"Street Light","A021319","26 SMITHFIELD ROAD",,,,
"0000000012159562",00135005005634A9,"Discovered","fdc5:31e4:14e:96:213:5005:56:34a9",-37.7878805607,144.9247185654,19/JUL/18 02:34:51.352421000 AM,"Street Light","A021323","1 SMITHFIELD ROAD",,,,
"0000000012159399",0013500500561AE7,"Discovered","fdc5:31e4:14e:96:213:5005:56:1ae7",-37.7886935125,144.9234456838,19/JUL/18 02:34:51.357034000 AM,"Street Light","A021318","26 SMITHFIELD ROAD",,,,
"0000000012159317",001350050056525C,"Discovered","fdc5:31e4:14e:40:213:5005:56:525c",-37.7942522524,144.9143681818,19/JUL/18 02:34:51.358329000 AM,"Street Light","A026277","70 SPEAKMEN STREET",,,,
"0000000012159312",0013500500565243,"Discovered","fdc5:31e4:14e:54:213:5005:56:5243",-37.7942522524,144.9143681818,19/JUL/18 02:34:51.359556000 AM,"Street Light","A026277","70 SPEAKMEN STREET",,,,
"0000000012159306",00135005005652B3,"Discovered","fdc5:31e4:14e:54:213:5005:56:52b3",-37.7947525527,144.9138114005,19/JUL/18 02:34:51.360855000 AM,"Street Light","A026275","70 SPEAKMEN STREET",,,,
"0000000012159366",0013500500564D41,"Discovered","fdc5:31e4:14e:96:213:5005:56:4d41",-37.7892065279,144.9360460559,19/JUL/18 02:34:51.362445000 AM,"Street Light","A104949","8 STUBBS STREET",,,,
"0000000012159307",0013500500564744,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4744",-37.7894005684,144.9360125967,19/JUL/18 02:34:51.363808000 AM,"Street Light","A026180","8 STUBBS STREET",,,,
"0000000012159369",0013500500564E35,"Discovered","fdc5:31e4:14e:54:213:5005:56:4e35",-37.7897801138,144.9359404646,19/JUL/18 02:34:51.365561000 AM,"Street Light","A026181","11 STUBBS STREET",,,,
"0000000012159401",0013500500561AE6,"Discovered","fdc5:31e4:14e:2d:213:5005:56:1ae6",-37.7902237565,144.9356609408,19/JUL/18 02:34:51.366951000 AM,"Street Light","A026195","36 STUBBS STREET",,,,
"0000000012159330",0013500500564746,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4746",-37.7910236685,144.9356944681,19/JUL/18 02:34:51.380830000 AM,"Street Light","A026184","60 STUBBS STREET",,,,
"0000000012159452",0013500500564721,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4721",-37.7913767156,144.9356324158,19/JUL/18 02:34:51.382163000 AM,"Street Light","A113760","57 STUBBS STREET",,,,
"0000000012159310",00135005005652B6,"Discovered","fdc5:31e4:14e:2d:213:5005:56:52b6",-37.7920880881,144.9354978965,19/JUL/18 02:34:51.383500000 AM,"Street Light","A026187","35 STUBBS STREET",,,,
"0000000012159544",00135005005634A7,"Discovered","fdc5:31e4:14e:2d:213:5005:56:34a7",-37.7924617576,144.9354273188,19/JUL/18 02:34:51.384855000 AM,"Street Light","A026188","86 STUBBS STREET",,,,
"0000000012159418",0013500500564D4C,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4d4c",-37.7928605372,144.9353492276,19/JUL/18 02:34:51.386133000 AM,"Street Light","A026959","113 STUBBS STREET",,,,
"0000000012159470",0013500500564E34,"Discovered","fdc5:31e4:14e:2b:213:5005:56:4e34",-37.7932188576,144.9352790529,19/JUL/18 02:34:51.387476000 AM,"Street Light","A026960","129 STUBBS STREET",,,,
"0000000012159457",001350050056474F,"Discovered","fdc5:31e4:14e:2d:213:5005:56:474f",-37.7936077043,144.9352023948,19/JUL/18 02:34:51.388774000 AM,"Street Light","A026962","141 STUBBS STREET",,,,
"0000000012159311",0013500500564706,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4706",-37.7938897459,144.9351479699,19/JUL/18 02:34:51.390079000 AM,"Street Light","A026963","141 STUBBS STREET",,,,
"0000000012159304",001350050056471A,"Discovered","fdc5:31e4:14e:2d:213:5005:56:471a",-37.7941879054,144.9350897116,19/JUL/18 02:34:51.391346000 AM,"Street Light","A026964","153 STUBBS STREET",,,,
"0000000012159302",001350050056473B,"Discovered","fdc5:31e4:14e:2d:213:5005:56:473b",-37.7944914757,144.9350301323,19/JUL/18 02:34:51.392657000 AM,"Street Light","A026965","161 STUBBS STREET",,,,
"0000000012159600",0013500500564166,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4166",-37.7984464024,144.9293675727,19/JUL/18 02:34:51.395320000 AM,"Street Light","A028338","52 TENNYSON STREET",,,,
"0000000012159582",00135005005642DF,"Discovered","fdc5:31e4:14e:2d:213:5005:56:42df",-37.7994076626,144.9277121151,19/JUL/18 02:34:51.396849000 AM,"Street Light","A028341"," TENNYSON STREET",,,,
"0000000012159371",0013500500564D3E,"Discovered","fdc5:31e4:14e:5b:213:5005:56:4d3e",37.7810321094,144.910916715,19/JUL/18 02:34:51.400632000 AM,"Street Light","A009723","1 VICTORY PARADE",,,,
"0000000012159298",00135005005652BD,"Discovered","fdc5:31e4:14e:9e:213:5005:56:52bd",-37.7923970812,144.9233556511,19/JUL/18 02:34:51.402024000 AM,"Street Light","A136518","46 WESTBOURNE ROAD",,,,
"0000000012159608",0013500500563552,"Discovered","fdc5:31e4:14e:2d:213:5005:56:3552",-37.7938430492,144.9277733284,19/JUL/18 02:34:51.403347000 AM,"Street Light","A026286","23 WIGHT STREET",,,,
"0000000012159598",00135005005643A1,"Discovered","fdc5:31e4:14e:2d:213:5005:56:43a1",-37.7969970711,144.9282269187,19/JUL/18 02:34:51.405519000 AM,"Street Light","A026856","53 WOLSELEY PARADE",,,,
"0000000012159609",0013500500564170,"Discovered","fdc5:31e4:14e:2d:213:5005:56:4170",-37.792293677,144.9298084817,19/JUL/18 02:44:13.385198000 AM,"Street Light","A030277","126 BELLAIR STREET",,,,
"0000000012159262",001350050056357E,"Discovered","fdc5:31e4:14e:2d:213:5005:56:357e",-37.79266275,144.930040053,19/JUL/18 02:44:13.386696000 AM,"Street Light","A026359","140 BELLAIR STREET",,,,
"0000000012159533",0013500500562883,"Discovered","fdc5:31e4:14e:2d:213:5005:56:2883",-37.796641889,144.9351973959,19/JUL/18 02:44:13.387969000 AM,"Street Light","A028996","1 BENT STREET",,,,
"0000000012159508",001350050056305C,"Discovered","fdc5:31e4:14e:2d:213:5005:56:305c",-37.796101902,144.9315419217,19/JUL/18 02:44:13.389293000 AM,"Street Light","A131543","165 EASTWOOD STREET",,,,
"0000000012159374",0013500500564D44,"Discovered","fdc5:31e4:14e:9e:213:5005:56:4d44",-37.780521353,144.9117862838,19/JUL/18 02:44:13.390517000 AM,"Street Light","A128963","8 LANGS ROAD",,,,
"0000000012159541",001350050056300C,"Discovered","fdc5:31e4:14e:2d:213:5005:56:300c",-37.793236221,144.9276506488,19/JUL/18 02:44:13.391762000 AM,"Street Light","A126555","76 MCCRACKEN STREET",,,,
"0000000012159574",001350050056413E,"Discovered","fdc5:31e4:14e:2d:213:5005:56:413e",-37.798606425,144.9270927921,19/JUL/18 02:44:13.393105000 AM,"Street Light","A028372","100 ORMOND STREET",,,,
"0000000012159577",00135005005643DA,"Discovered","fdc5:31e4:14e:2d:213:5005:56:43da",-37.789580075,144.9275450092,19/JUL/18 02:44:13.398193000 AM,"Street Light","A021380","403 RACECOURSE ROAD",,,,
"0000000012159543",00135005005634B8,"Discovered","fdc5:31e4:14e:96:213:5005:56:34b8",-37.787625641,144.9234539358,19/JUL/18 02:44:13.399662000 AM,"Street Light","A030695","413 RACECOURSE ROAD",,,,
"0000000012159367",0013500500564E4D,"Discovered","fdc5:31e4:14e:96:213:5005:56:4e4d",-37.788903844,144.9363645527,19/JUL/18 02:44:13.401128000 AM,"Street Light","A133402","135 RACECOURSE ROAD",,,,
"0000000012159551",00135005005634AB,"Discovered","fdc5:31e4:14e:96:213:5005:56:34ab",-37.788452955,144.9322231659,19/JUL/18 02:44:13.402642000 AM,"Street Light","A133631","265 RACECOURSE ROAD",,,,
"0000000012159219",0013500500562BC8,"Discovered","fdc5:31e4:14e:2d:213:5005:56:2bc8",-37.794283667,144.9308442765,19/JUL/18 02:44:13.403934000 AM,"Street Light","A027000","169 RANKINS ROAD",,,,
"0000000012159501",00135005005628BC,"Discovered","fdc5:31e4:14e:2d:213:5005:56:28bc",-37.791598135,144.9332540068,19/JUL/18 02:44:13.405251000 AM,"Street Light","A030879","36 SMITH STREET",,,,
"0000000012159419",0013500500561BCE,"Discovered","fdc5:31e4:14e:2d:213:5005:56:1bce",-37.790655415,144.9357660843,19/JUL/18 02:44:13.406903000 AM,"Street Light","A026183","48 STUBBS STREET",,,,
"0000000012159519",00135005005634B6,"Discovered","fdc5:31e4:14e:2d:213:5005:56:34b6",-37.789732426,144.9285197001,19/JUL/18 02:47:44.528200000 AM,"Street Light","A126500","18 ANTHONY STREET",,,,
"0000000012159250",0013500500562F7D,"Discovered","fdc5:31e4:14e:96:213:5005:56:2f7d",-37.7884894411,144.9325587362,19/JUL/18 02:34:51.306304000 AM,"Street Light","A133418","247 RACECOURSE ROAD",,,,
"0000000012159505",0013500500563484,"Discovered","fdc5:31e4:14e:96:213:5005:56:3484",-37.7898105656,144.9317355998,19/JUL/18 02:34:51.307896000 AM,"Street Light","A113612","34 RANKINS ROAD",,,,
"0000000012159208",0013500500562666,"Discovered","fdc5:31e4:14e:2d:213:5005:56:2666",,,,"Street Light","","",,,,
"0000000012159445",0013500500564751,"Discovered","fdc5:31e4:14e:96:213:5005:56:4751",,,,"Street Light","","",,,,
"0000000012159213",0013500500562620,"Discovered","fdc5:31e4:14e:96:213:5005:56:2620",,,,"Street Light","","",,,,
"0000000012159611",0013500500563560,"Discovered","fdc5:31e4:14e:2d:213:5005:56:3560",,,,"Street Light","","",,,,
"0000000012159189",0013500500562652,"Discovered","fdc5:31e4:14e:40:213:5005:56:2652",,,,"Street Light","","",,,,
"0000000012159557",0013500500563051,"Discovered","fdc5:31e4:14e:96:213:5005:56:3051",,,,"Street Light","","",,,,
"0000000012159207",0013500500562BAC,"Discovered","fdc5:31e4:14e:54:213:5005:56:2bac",,,,"Street Light","","",,,,
"0000000012159181",0013500500562F73,"New","",,,,"Street Light","","",,,,
"0000000012159252",0013500500562679,"New","",,,,"Street Light","","",,,,
"0000000012159492",00135005005634B7,"New","",,,,"Street Light","","",,,,
"0000000012159478",0013500500564D45,"New","",,,,"Street Light","","",,,,
"0000000012159560",00135005005634AA,"New","",-37.7896712862,144.9026819722,19/JUL/18 02:34:50.894926000 AM,"Street Light","A011662","79 FISHER PARADE",,,,
"0000000012159303",0013500500564729,"New","",-37.7890049732,144.9374587311,19/JUL/18 02:34:51.260772000 AM,"Street Light","A027236","120 RACECOURSE ROAD",,,,
"0000000012159277",0013500500562677,"New","",-37.7888220209,144.9356433119,19/JUL/18 02:34:51.262131000 AM,"Street Light","A133405","159 RACECOURSE ROAD",,,,
"0000000012159241",0013500500562F72,"New","",37.7884591502,144.933192693,19/JUL/18 02:34:51.282252000 AM,"Street Light","A113635","235 RACECOURSE ROAD",,,,

"0000000012159173",0013500500562A8C,"Unreachable","fdc5:31e4:14e:1a:213:5005:56:2a8c",,,,"Street Light","","",,,,
